809,81776,8941,721.8763251304626
1618,81892,9011,738.4094185829163
2427,81892,9011,728.2265691757202
3236,81903,9011,737.3847506046295
4045,81903,9011,727.4661390781403
4854,81903,9011,694.1613428592682
5663,81903,9011,761.8743703365326
6472,81903,9011,744.1774306297302
7281,81903,9011,723.9819293022156
8090,81980,9019,697.4467034339905
8899,81980,9019,693.0591876506805
9708,81980,9019,679.1347372531891
10517,81980,9019,693.7356016635895
11326,81989,9019,669.7990491390228
12135,81989,9019,746.6846435070038
12944,81989,9019,747.5748994350433
13753,81989,9019,720.8224959373474
14562,81989,9019,751.0786247253418
15371,81989,9019,737.9957423210144
16180,81989,9019,693.0944333076477
